nom;% Voix/Ins_T2;% Voix/Exp_T2;% Voix/Exp_T1;% Voix/Ins_T1;P13_pop;P13_pop0002;P13_pop0305;P13_pop0610;P13_pop1117;P13_pop1824;P13_pop2539;P13_pop4054;P13_pop5564;P13_pop6579;P13_pop80p;P13_pop0019;P13_pop2064;P13_pop65P;P13_poph;P13_h0019;P13_h2064;P13_h65p;P13_popf;P13_f0019;P13_f2064;P13_f65p;P13_pop_fr;P13_pop_etr;P13_Pop15P;C13_Pop15P_cs1;C13_Pop15P_cs2;C13_Pop15P_cs3;C13_Pop15P_cs4;C13_Pop15P_cs5;C13_Pop15P_cs6;C13_Pop15P_cs7;C13_Pop15P_cs8;C13_H15P;C13_H15P_cs1;C13_H15P_cs2;C13_H15P_cs3;C13_H15P_cs4;C13_H15P_cs5;C13_H15P_cs6;C13_H15P_cs7;C13_H15P_cs8;C13_F15P;C13_F15P_cs1;C13_F15P_cs2;C13_F15P_cs3;C13_F15P_cs4;C13_F15P_cs5;C13_F15P_cs6;C13_F15P_cs7;C13_F15P_cs8;sexe;nb_mandats;ancrage_local;Tweets;Followers;Following;Listed;Replies/100derniers;Tweets with @mentions/100derniers;Tweets with #hashtags/100derniers;Retweets/100;Tweets with links/100derniers;Tweets with media/100derniers;age;duree_mandat (sem);semaines_presence/duree_mandat (sem);amendements_adoptes/duree_mandat (sem);amendements_proposes/duree_mandat (sem);amendements_signes/duree_mandat (sem);commission_interventions/duree_mandat (sem);commission_presences/duree_mandat (sem);hemicycle_interventions/duree_mandat (sem);hemicycle_interventions_courtes/duree_mandat (sem);propositions_ecrites/duree_mandat (sem);propositions_signees/duree_mandat (sem);questions_ecrites/duree_mandat (sem);questions_orales/duree_mandat (sem);rapports/duree_mandat (sem);_Agriculteurs exploitants;_Anciens agriculteurs exploitants;_Anciens artisans, commerçants, chefs d'entreprise;_Anciens cadres et professions intermédiaires;_Anciens employés et ouvriers;_Artisans;_Cadres d'entreprise;_Cadres de la fonction publique, professions intellectuelles et  artistiques;_Chefs d'entreprise de 10 salariés ou plus;_Commerçants et assimilés;_Contremaîtres, agents de maîtrise;_Employés administratifs d'entreprise;_Employés de commerce;_Employés de la fonction publique;_Inactifs divers (autres que retraités);_Ouvriers agricoles;_Ouvriers qualifiés;_Professions intermédiaires administratives et commerciales des entreprises;_Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés;_Professions libérales et assimilés;_Sans profession déclarée;_AE;_GDR;_LFI;_LR;_LREM;_LT;_MODEM;_NI;_SOC;_UDI
Cécile Delpirou;23.78;61.89;0.12;0.06;126211.141433751;2.2977394997266485;3.1241333956628186;5.210322396621531;7.3345429479205455;15.92571170500194;21.24220551299015;17.744887529613106;11.348456156753372;10.31922732566892;5.448811910213848;21.75246214672255;62.47791396946384;15.76883155984819;59862.3384115619;23.22508436069627;63.536133106144135;13.235441515485617;66348.8030222387;20.42262012419365;61.5225779224694;18.053294748899734;95.44334487485244;4.555862801182147;107756.287462629;0.1865325364712869;1.9878243438880432;11.24020936189168;14.978284271873491;15.653884702475963;10.082965217714095;21.77233750324808;24.09610601729834;50329.7080895837;0.2781696437441633;2.960519779848596;14.015776192652348;14.411174471974409;9.209402133958552;17.77901408730553;19.2851040155775;22.05487889685867;57426.5793730513;0.106223661755999;1.133632849232055;8.806115696722738;15.473827186291924;21.3004562393341;3.336467802040887;23.950823668721487;25.88374603837983;0;1;0;1443.0;559.0;246.0;22.0;1.0;76.0;30.0;73.0;14.0;17.0;58;73.57142857142857;0.4349514563106796;5.70873786407767;0.2854368932038835;10.914563106796116;0.0;0.3262135922330097;0.06796116504854369;0.013592233009708738;0.0;0.12233009708737864;0.12233009708737864;0.027184466019417475;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Emmanuel Maquet;24.7;60.14;0.12;0.06;106011.999999983;2.1431738215845524;3.3911575213892897;6.001264019771533;8.632123081567007;6.5313976851458815;15.875711011121489;20.774259274980896;14.467366594032692;14.895624039014818;7.284149758043977;22.257124260689928;55.56121534557734;22.18071709539576;52188.6133457881;23.35019544722925;56.94987353414578;19.698014869318616;53823.3866542138;21.19725767794437;54.21474091001988;24.58614347026364;99.4576034562451;0.5423965437548934;88650.9940252848;1.7067117879300622;3.010716300056402;3.3513818386914838;10.016920473773265;15.424703891708967;18.997179921037787;32.02030456852792;15.468697123519458;43285.4332468263;2.6290862885526165;4.165415270879057;4.160794732586346;10.412383042624466;6.658195679796696;30.054291324939356;30.144391821647226;11.763890493242462;45365.5607784604;0.8244241155075499;1.908960652485396;2.579080789154635;9.637385649729968;23.78706050920313;8.444836327565303;33.808001763474046;19.00363716521548;1;1;0;270.0;2240.0;263.0;74.0;1.0;71.0;32.0;64.0;37.0;2.0;54;236.85714285714286;0.5572979493365501;0.890832328106152;2.680940892641737;32.58082026537998;0.6797346200241254;0.9288299155609168;0.4813027744270205;0.07599517490952955;0.021109770808202654;0.7430639324487334;0.31242460796139926;0.046441495778045835;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Jean-Claude Leclabart;24.38;58.04;0.12;0.06;110833.99999997;2.5335414542600128;3.878808658071152;6.738065377640233;9.277922640368844;7.419270433896042;17.689677262187253;21.301417447872023;13.141392906444832;12.08665289218915;5.931446410365144;24.877067299450527;57.10483339799518;18.01809930255429;54425.9767649942;25.813504823151124;58.49885163068442;15.687643546164445;56408.0232349764;23.973549851084957;55.75804850375833;20.26662884697206;99.29533622657512;0.7046637734248825;90159.8567593135;1.703656872857951;2.925941947004736;5.457025920873124;14.014130591510554;16.66833039408157;16.447609223704788;27.03446134052064;15.745516254616842;43749.9089747437;2.7269194724450845;4.109808224187981;6.909872225650872;13.380877277194909;6.978445221605065;28.025783446478776;25.1228599510846;12.740862648289102;46409.947784568;0.7369260272791915;1.8099937512120492;4.087569221487212;14.611390032105842;25.803184727100348;5.533409467991122;28.83492426038053;18.57613824904652;1;2;1;3356.0;5813.0;863.0;119.0;4.0;91.0;32.0;79.0;22.0;6.0;68;236.85714285714286;0.629071170084439;5.522316043425814;0.44330518697225574;11.745476477683956;0.34197828709288297;1.494571773220748;0.2322074788902292;0.08021712907117008;0.0;0.21531966224366705;0.05910735826296743;0.029553679131483716;0.004221954161640531;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Muriel Roques-Etienne;29.8;70.69;0.12;0.06;110680.502472303;1.9714492229851823;2.9544633176725696;5.1960607155764365;7.712323816407663;8.47578604987351;14.820202385254788;19.92139501264908;14.233827249728948;15.507770148174918;9.203108059269969;20.38037585833032;54.907842428623056;24.71178171304662;53126.6696386961;21.748296502654068;56.1834130181079;22.06640816172872;57553.8328335272;19.116292808367938;53.72960575469568;27.15236390804997;96.60733646548609;3.3917600289121794;94525.8113596333;2.077757207088072;3.8529489553028298;5.173234594022745;12.241206030150757;16.112139645596404;11.459402274530548;33.05474742131711;16.02433218725205;44711.317347075;2.990315582295185;5.743553040638769;6.398872760618192;11.543020733152916;8.452058777482051;20.384245487687597;30.97224396680906;13.508979893091183;49814.4940125725;1.2566748303689723;2.1560203958726465;4.073152125908379;12.867868470711043;22.98751355040752;3.448829646284177;34.92391697113261;18.280001605974224;0;1;1;1176.0;1080.0;765.0;15.0;5.0;58.0;46.0;21.0;80.0;2.0;43;64.71428571428571;0.479028697571744;5.253863134657837;0.13907284768211922;8.637969094922738;0.0;0.43267108167770424;0.04635761589403974;0.0;0.0;0.09271523178807949;0.43267108167770424;0.01545253863134658;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Marie-Christine Verdier-Jouclas;27.37;66.14;0.12;0.06;138174.48523087;2.079986104476964;3.3841388394343364;5.883161810470856;8.25842777946647;6.218970283845008;15.212702823975564;20.07251726084502;14.00480553505001;15.4500846758435;9.430862535643463;21.629973801149276;53.48763153704749;24.8816709366451;66513.9443899913;23.126306135642658;54.341256596454826;22.53243726790252;71660.5408409444;20.240022327658387;52.69606475020933;27.062517443483117;95.62363396876404;4.375642306077844;115912.793172572;1.7556422113327352;4.246324798122714;5.5498999240803375;12.14455794050659;15.665332321071157;11.467320035889296;33.52715853406032;15.641176064600732;54929.6918722082;2.654335596861403;6.4774527116823535;6.972637404649638;11.84620146006663;6.810610060259608;20.34626517868521;32.78778058948825;12.09743487046915;60983.1013003765;0.9445255235065512;2.23504911204762;4.268402669596445;12.411655707328272;23.63937490776118;3.4698194578817043;34.19313579194201;18.83311742616795;0;1;1;11313.0;15379.0;743.0;182.0;0.0;67.0;20.0;38.0;60.0;6.0;57;236.85714285714286;0.620627261761158;5.353437876960193;1.2032569360675514;10.373341375150783;0.4517490952955368;1.1188178528347406;1.9505428226779251;2.237635705669481;0.012665862484921592;0.2448733413751508;0.14776839565741856;0.04221954161640531;0.04221954161640531;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Jean Terlier;22.56;52.11;0.12;0.06;133072.012296803;2.076319586389323;3.454520860887339;6.039587591679693;8.7118251773476;6.287573644342912;15.452536972466032;21.248647348803654;13.60767103522905;14.463598653360588;8.653961765059517;22.496843813875195;54.38334134904412;23.118311891306963;64483.5600512938;23.688414000589304;55.63016609028736;20.67986911278942;68588.4522455349;21.376917244999124;53.21047413541727;25.411150638595675;96.77242395094385;3.226824576169292;110949.698643956;1.3916303887371675;4.4948579978188175;6.056836925073682;13.174521627053872;15.770308880656875;12.377759150600728;32.06878836222048;14.662592722782538;53227.4879550202;2.0666203242715167;6.795423375354613;7.772371165010239;12.869408382963536;7.266988558438387;21.0513461213294;30.31168391981513;11.858643169819828;57722.2106889461;0.7674716745781505;2.3717126918679186;4.474896919718652;13.45414226811268;23.60971553307231;4.377880184331797;33.68906136308513;17.246457156716676;1;1;0;2095.0;7599.0;849.0;133.0;0.0;81.0;48.0;49.0;50.0;8.0;45;236.85714285714286;0.6459589867310012;5.319662243667069;0.7388419782870929;9.46139927623643;0.5826296743063932;1.3299155609167672;1.8745476477683956;0.548854041013269;0.0;0.18576598311218334;0.07599517490952955;0.033775633293124246;0.021109770808202654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Valérie Rabault;22.29;55.02;0.12;0.06;121848.000000011;2.2331101043923574;3.4674348368459063;6.13387170901451;8.691156194603114;6.65501280283632;16.298995469765607;20.5690696605607;13.561158164270235;14.433556562274308;7.952531022257238;22.6610202875714;54.95125073862517;22.38690827916749;58530.326781324;24.00990944814625;55.95079446437724;20.03758756193405;63317.6732186695;21.41289069286289;54.02814410032061;24.55738585214081;94.1074125139518;5.891766791412252;101388.091663164;1.7132204994673923;4.082337160216199;5.696926657987138;12.374245472837025;16.66469404663274;12.587288436501362;31.52838600228824;15.348956484002052;48193.1816731466;2.593737679746021;6.152345776357563;7.07364140020335;12.16359222293694;8.582159234743635;20.988525304504805;29.651609154856512;12.788164256219783;53194.9099900003;0.9136368763394368;2.207015828852878;4.449749971801332;12.56532691656954;23.987667782080685;4.974245215625823;33.2274316652254;17.66928600970034;0;1;0;7341.0;20755.0;2284.0;355.0;3.0;79.0;32.0;58.0;44.0;5.0;49;236.85714285714286;0.7008443908323281;3.3268998793727382;6.04583835946924;62.151387213510255;1.743667068757539;1.2750301568154403;8.101930036188179;6.12605548854041;0.05066344993968637;0.2955367913148371;0.3208685162846803;0.16887816646562123;0.037997587454764774;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Sylvia Pinel;22.93;55.4;0.12;0.06;128493.999999971;2.5121991081226214;3.960527032600997;6.684410823935933;8.901652230082572;6.1645381460468665;17.285766539811505;20.812806923334342;12.927552473675608;13.23496221584055;7.512471496501755;24.156179714070028;55.095608321075865;20.747433712342307;63527.4713158619;25.260125615879865;55.96360602578431;18.77469422450297;64966.5286841934;23.076686266662563;54.24529754025183;22.676476926392265;94.56624096254272;5.4337590374572935;104753.374818388;2.317833379473619;4.376962950941739;4.813227306139203;12.1838992678014;16.592364896470745;14.709841245596786;29.74234628125209;15.258751539335387;51430.4224200879;3.264631538012833;6.31343573789617;6.286214271825783;11.991055804005445;7.785339296130663;24.137662842698816;28.52420766089831;11.68967528679759;53322.9523983108;1.4027980945951015;2.5074078241626347;3.390720528112224;12.368253253816436;25.08720603128165;5.614943175424777;30.91782003675781;18.70147406323844;0;1;0;6222.0;25282.0;1450.0;722.0;1.0;41.0;23.0;21.0;67.0;13.0;45;236.85714285714286;0.5699638118214716;1.3425814234016888;4.29794933655006;35.41375150784077;0.27864897466827504;0.6966224366706876;1.5410132689987937;0.9457177322074789;0.0;0.10132689987937274;0.14776839565741856;0.07177322074788903;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Geneviève Levy;19.3;55.18;0.12;0.06;112095.307318143;2.324813774030956;3.254382443463134;4.836968642669164;6.348186805834337;8.133279807306302;18.95535037245194;18.29787234042553;12.316338819751104;16.349524956510102;9.178821535304875;18.801016994513585;55.668852312770426;25.52923859226549;53343.1547144498;20.36630860656506;58.11071743246536;21.52109930075174;58752.1526036932;17.37813180827887;53.451797385620914;29.166666666666668;94.65721040189126;5.341897497658237;96376.6264264342;0.0300904789574167;2.8399186519465425;6.879306051299079;12.195982402257824;17.512658753216567;9.170332862953432;29.578940815140697;21.7906947787831;45297.0410140607;0.0640218999050709;4.185707662759123;8.90125173852573;12.46440161600106;11.852882089321588;16.533103737554363;28.522860233569556;17.466940415480053;51079.5854123708;0.0;1.6445114430587913;5.084281211456763;11.955989741380998;22.52980676990544;2.6390493157657744;30.51547602733021;25.623054484230316;0;2;0;420.0;1705.0;459.0;75.0;1.0;47.0;16.0;5.0;76.0;20.0;74;236.85714285714286;0.41797346200241253;1.042822677925211;0.18998793727382388;39.319059107358264;0.16887816646562123;0.4601930036188178;0.23642943305186973;0.2448733413751508;0.004221954161640531;1.017490952955368;0.13088057901085645;0.021109770808202654;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Cécile Muschotti;20.25;57.27;0.12;0.06;122654.692681825;2.1214147113017106;3.284850066039428;5.788641218386681;8.39923687772107;7.8130350416619105;16.97947070621423;20.672786863860946;13.920459177849889;14.14385181078481;6.872992319859115;21.923459487664488;57.05806577853147;21.01765943222398;58779.891029459;23.406318583167455;58.07176032256418;18.52192109426836;63874.8016523742;20.55766039390049;56.12612330525722;23.31465071860225;96.44528511096254;3.554714889037456;103377.849308536;0.1886299660466061;4.050223937626358;6.17545488841812;13.765150855606178;18.70919063234569;9.836810896040706;27.32232508198149;19.95124640877565;48847.7774918014;0.2907036256064855;5.90210248326407;8.0557659631093;13.898499396073454;11.046737773046452;17.653080025385385;27.252441296292503;15.896575019960284;54530.0718167401;0.097194205024757;2.3913442141940218;4.489271960388777;13.64386576196589;25.57124518613607;2.8333027691179167;27.38309187603154;23.58334861544104;0;1;1;1956.0;6216.0;3364.0;130.0;1.0;34.0;42.0;22.0;69.0;12.0;35;236.85714285714286;0.40530759951749096;4.5048250904704465;0.13510253317249699;9.043425814234016;0.14354644149577805;0.44752714113389624;0.0971049457177322;0.021109770808202654;0.0;0.22376357056694812;0.34620024125452353;0.029553679131483716;0.004221954161640531;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Edith Audibert;19.42;51.38;0.12;0.06;126735.999999983;1.6846175089754212;2.7356294630528266;4.6798437684933125;7.710577188621928;8.446758985284255;14.890125064110151;19.84297944529925;13.456424823450508;17.56263068607725;8.986467826567246;19.38454254941413;54.0655698899278;26.549887560658064;60139.9266936344;21.067859458920168;55.05578742579691;23.874690300803135;66596.0733063665;17.86293471079344;53.16986005165475;28.96570364586461;96.70099025525704;3.299009744742967;109666.028110678;0.6082103842576551;4.13345977787099;6.254445315776995;13.004942279284371;16.921379461273318;8.1128152754728;33.57740776539675;17.383692302080863;51342.063722609;0.9368548167192552;6.080791554672588;8.168750730396166;13.086751587394335;10.504070741303416;14.787113863893108;32.24455611390285;14.183319699271552;58323.9643880798;0.3171990466882705;2.4175711125970887;4.567666272311096;12.931433568232087;22.569140819230835;2.2375392212334755;34.75129880150198;20.20129280043893;0;1;1;261.0;416.0;188.0;19.0;0.0;40.0;25.0;3.0;95.0;2.0;74;74.14285714285714;0.1483622350674374;2.9807321772639694;0.013487475915221581;130.32947976878614;0.0;0.08092485549132948;0.026974951830443163;0.0;0.0;0.5529865125240848;0.418111753371869;0.013487475915221581;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Sereine Mauborgne;20.22;54.65;0.12;0.06;133901.999999917;1.842405956639607;2.812525671951666;5.382334709972294;8.11345695700555;6.197862599980582;15.359108595156124;20.73472192141956;13.648143031045324;17.916221686171127;7.990978409421887;20.180581175644694;53.911471908350194;25.90720009559301;65303.5784875051;21.479870756320537;54.355848889025005;24.161217708221677;68598.4215125648;18.942243214087878;53.48698212775883;27.56931688970524;92.5922883324247;7.407711667575298;114367.800713072;0.7519651647765526;7.252091949600846;4.529278550630863;10.565110565110563;17.229620432467406;11.28997000883122;32.76119859749753;15.619015974887862;55325.8816295652;0.9272480795300496;10.420244012652509;5.778581111613195;10.51061906913692;9.064618165386356;19.82828739267962;31.91866244916403;11.544509715318572;59041.9190835111;0.5860334343930489;4.283464033468268;3.35698921088735;10.614657610812824;24.88101488795921;3.287545942650022;33.54956724987721;19.435646415203;0;1;0;2033.0;6041.0;1027.0;124.0;2.0;75.0;20.0;61.0;40.0;4.0;50;236.85714285714286;0.620627261761158;4.656815440289505;0.8781664656212304;14.40108564535585;0.4559710494571773;0.9921592279855247;0.620627261761158;0.21531966224366705;0.0;0.33775633293124246;0.2322074788902292;0.033775633293124246;0.008443908323281062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Philippe Michel-Kleisbauer;20.85;53.24;0.12;0.06;121234.000000062;2.009337314614712;2.945543329429038;4.9086889816388135;7.109391754788261;6.22350165795074;15.106323308642793;18.832175792269496;13.130804889717409;19.95644786116106;9.774485705330187;18.88661596581817;51.38080076546183;29.730933566491245;57625.6270943131;20.130151843817785;52.0642082429501;27.80390455531453;63608.3729056864;17.758772481448876;50.76248270657779;31.47560055338951;93.17518187967072;6.823993269214906;104423.106494263;0.2164274154161439;5.5303908142842095;5.393447803644791;10.969805502619154;16.280895971194084;9.118680750409393;37.3500090976126;15.137469714526494;48957.2858096867;0.2920930612578385;8.366525726658088;7.110321302367384;11.054598933758196;9.398043180750454;16.381722736278775;36.72610658332823;10.662418040321098;55465.8206845679;0.1478409807987019;3.0271342287929324;3.876318398990354;10.89335617055801;22.354638060037864;2.706211124132336;37.8995763093843;19.0877129721446;1;1;1;5399.0;4592.0;1307.0;122.0;0.0;31.0;70.0;26.0;75.0;2.0;53;236.85714285714286;0.5868516284680337;2.841375150784077;0.025331724969843185;13.358262967430639;0.5277442702050663;0.9583835946924004;0.2870928829915561;0.18998793727382388;0.008443908323281062;0.15621230398069963;0.033775633293124246;0.037997587454764774;0.016887816646562123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
Valérie Gomez-Bassac;20.73;55.89;0.12;0.06;144986.000000008;2.131240257680052;3.4279171782103104;6.308195274026458;9.187093926310126;6.737202212627426;15.6684093636627;22.034541266053274;13.539927993047604;14.68693529030389;6.2757783510132015;23.312595698895063;55.72262149448912;20.963403363083334;70647.1557028187;24.32941243081801;56.13118745311196;19.53798462779736;74338.8442971178;22.34657913852942;55.33509107051575;22.318329790954827;97.01281503041672;2.9864952478170306;119906.655464028;0.6613513919236735;5.103164145247111;7.201474488349207;14.574750221006456;16.581322035594546;10.180474705185729;29.0927893516588;16.600503727920206;58008.1220034119;1.0412356916287409;7.350710246862501;9.419390428906356;14.370431664597984;8.7453454695904;17.463108536753552;29.156323265756445;12.448282995448904;61898.5334606314;0.3053410449449094;2.9968658114963325;5.121328637435782;14.76622831109244;23.92484409835536;3.353904811140909;29.031632686031863;20.491776794080582;0;1;0;4337.0;4259.0;2108.0;110.0;0.0;56.0;8.0;47.0;37.0;29.0;53;236.85714285714286;0.5404101326899879;5.007237635705669;0.5066344993968637;11.124849215922799;0.13510253317249699;0.7303980699638118;0.3250904704463209;0.0548854041013269;0.0;0.22798552472858866;0.43486127864897467;0.016887816646562123;0.021109770808202654;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Émilie Guerel;20.26;56.97;0.12;0.06;128373.000000035;2.0105473892485177;2.834708233039658;4.881867682456591;7.355129193833594;6.677416590716116;15.411340390892168;19.089683967812547;13.457658541905229;18.75160664625739;9.52536748381669;19.15122338809563;52.57024452182313;28.27697413007408;60426.5558274907;21.23423691788303;53.75169628967663;25.012411875682652;67946.4441725352;17.29755982692138;51.52032496394195;31.180643452153177;97.2143675071861;2.7848535128103262;110390.748353179;0.0996467071292689;4.285714285714286;6.088413805598333;12.770178458193676;16.643717728055076;7.879336896458013;35.89183802880696;16.337530573421503;51130.6609290736;0.1760219049481713;6.1216506943086255;8.04420105613143;13.50088010952474;10.179933502835908;14.578525327596322;34.88167416389595;12.509290044983375;59260.0874240959;0.0320620992237597;2.6999662504218698;4.400944988187647;12.138035774552815;22.219034762065476;2.099223759703004;36.76341545730679;19.64056699291259;0;1;0;2176.0;6481.0;2033.0;135.0;1.0;29.0;20.0;12.0;84.0;5.0;39;236.85714285714286;0.4559710494571773;4.758142340168878;0.10132689987937274;10.158021712907116;0.2195416164053076;0.6586248492159228;0.22376357056694812;0.0548854041013269;0.0;0.2955367913148371;0.40952955367913146;0.012665862484921592;0.021109770808202654;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fabien Matras;23.2;57.71;0.12;0.06;138601.999999994;2.05481922929849;3.4069018261051505;6.012943629555342;8.538899430740038;6.568495176802476;15.8714583588863;20.73217364954077;13.929913925584952;15.904647152617946;6.976861638804915;22.081370264283805;55.03567795326152;22.882230286938768;68151.310289537;22.855130518994585;55.861249284676674;21.28215286642896;70450.6897104609;21.332860184528037;54.23704755145493;24.430092264017038;94.28359102748176;5.716408972518236;115997.022197557;0.6939834650896144;5.901876772675156;6.034638826866212;11.92961886945352;17.461658491167874;10.251127184323732;31.478400303456123;16.245247721923842;56678.1030843012;0.9756872154980768;8.546525988919864;7.867250079395885;11.602385405271889;9.527506263453192;17.904654363244997;31.364903489890256;12.20402978227884;59318.9191132588;0.4248288883644088;3.3750295020061363;4.282005462085707;12.240803803230047;25.042988637513066;2.9383998111871605;31.587376513031455;20.10519572473785;1;2;0;2332.0;4476.0;1394.0;94.0;2.0;31.0;33.0;25.0;58.0;19.0;38;236.85714285714286;0.5150784077201448;5.285886610373945;0.7219541616405307;10.398673100120627;0.27020506634499397;0.7430639324487334;0.1815440289505428;0.021109770808202654;0.008443908323281062;0.20265379975874548;0.3630880579010856;0.008443908323281062;0.008443908323281062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Souad Zitouni;20.86;58.1;0.12;0.06;115648.0;2.894127006087438;3.9585639180962926;6.2093594355285004;8.100442722744882;9.904192030990592;19.16418788046486;18.661801328168234;11.958702268954069;12.587333978970667;6.556101272827891;23.77213613724405;57.0826992252352;19.144299944659657;53733.0992446821;25.83328680699012;57.75221930657138;16.412632832709882;61914.9007553258;21.98371935265045;56.5009529347159;21.51371256904739;89.2466795794134;10.752455727725511;95012.2418851408;0.0884098850671494;3.237485791268471;6.753883719951164;11.942701974487434;16.967330442470423;12.56893866037974;25.109459857702188;23.32863217277817;43314.8708095357;0.1339058964768897;5.106893844946207;8.350648750981208;12.370134367640947;9.408043588678025;22.396915546936324;23.528189499930736;18.69603361499746;51697.3710756064;0.0483587055341702;1.6693425150395576;5.414240671605702;11.582877149544462;23.3011586745846;4.332940015861656;26.432868444977466;27.20854208174556;0;1;0;702.0;1661.0;794.0;18.0;2.0;66.0;42.0;43.0;56.0;5.0;48;92.14285714285714;0.34728682170542635;5.903875968992248;1.5302325581395348;16.8;0.0;0.32558139534883723;0.26046511627906976;0.08682170542635659;0.0;0.19534883720930232;0.043410852713178294;0.021705426356589147;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Jean-Claude Bouchet;20.12;53.39;0.12;0.06;106834.999999965;2.2034183874047586;3.343504876724638;5.810884175449763;8.674204841155438;6.855495441526107;15.697249939157944;21.80672819514387;14.16964636726136;14.681655652694836;6.755340060280435;22.250407173746183;56.311661081678125;21.437931744575696;51680.5294482393;23.924148606811148;56.6969814241486;19.37693498452013;55154.4705517386;20.68027704246292;55.9487979113029;23.36729883598651;94.61781829754572;5.382181702454275;89359.1512954899;0.972481786949272;5.767745834219273;7.054689510849495;13.073109591647174;15.735404380084828;12.4050179612574;28.6406517530411;16.34754193757764;42560.7895267523;1.3698308270676691;8.771146616541353;8.766447368421053;12.927631578947368;6.856203007518796;20.695488721804512;28.20253759398496;12.403665413533837;46798.3617687216;0.6090003846318218;3.0343177058848667;5.495961365870336;13.205692550963716;23.81084661737681;4.863455703235181;29.037565707936235;19.93247574682679;1;2;1;576.0;2012.0;157.0;141.0;1.0;12.0;30.0;11.0;82.0;1.0;65;236.85714285714286;0.3926417370325693;1.3214716525934862;0.7810615199034981;56.58685162846803;0.2448733413751508;0.5277442702050663;0.34197828709288297;0.5826296743063932;0.025331724969843185;1.8196622436670686;0.5868516284680337;0.016887816646562123;0.004221954161640531;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Adrien Morenas;20.93;50.68;0.12;0.06;98976.1526365982;2.243978338182994;3.4230520530229547;6.263134497251858;9.4487552537989;7.632153249272551;16.362552537989007;21.536534109279017;12.794010669253153;14.060984481086326;6.228782735208535;24.008850630455868;55.69936146136437;20.29077756223731;47380.8133151819;25.69016462642465;56.19881806669481;18.108906711692697;51595.3393214279;22.46535517007462;55.23984882256032;22.292857835061536;94.6926527643065;5.3063368897510514;81782.5443707206;0.8534885427111101;4.847032354307794;5.35081069183928;12.901371940035704;16.684600523342542;14.141253576581644;27.80562960064562;17.412144481670783;38552.2207582444;1.3306702635401535;7.488586843743515;6.819360863249637;12.512969495746004;7.439302759908695;24.10251089437643;27.126997302344886;13.17181987964308;43230.3236124761;0.42794355771455;2.4890122600046265;4.0411751098774;13.245431413370346;24.9294471431876;5.2579227388387695;28.410825815405964;21.193615544760583;1;1;1;3201.0;2310.0;886.0;75.0;7.0;68.0;28.0;49.0;37.0;7.0;40;39.0;2.8461538461538463;23.76923076923077;1.0256410256410255;69.61538461538461;2.5641025641025643;5.564102564102564;0.8205128205128205;0.358974358974359;0.0;1.2820512820512822;1.6923076923076923;0.10256410256410256;0.07692307692307693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
