nom;amendements_adoptes;amendements_proposes;amendements_signes;commission_interventions;commission_presences;hemicycle_interventions;hemicycle_interventions_courtes;propositions_ecrites;propositions_signees;questions_ecrites;questions_orales;rapports;semaines_presence;mois;annee;DEPSIR
Pascale Fontenel-Personne;31;9;117;0;2;1;1;0;1;0;0;0;3;11;2019;7203
Pascale Fontenel-Personne;13;3;65;0;0;0;0;0;2;0;0;0;1;12;2019;7203
Pascale Fontenel-Personne;10;0;48;0;2;1;0;0;2;2;1;0;3;1;2020;7203
Pascale Fontenel-Personne;3;1;148;0;1;0;0;0;2;1;0;0;1;2;2020;7203
Pascale Fontenel-Personne;1;0;5;0;1;0;0;0;0;2;0;0;1;3;2020;7203
Pascale Fontenel-Personne;5;0;29;0;0;1;0;0;1;1;1;0;1;4;2020;7203
Pascale Fontenel-Personne;12;5;73;0;0;1;0;0;2;0;1;0;1;5;2020;7203
Pascale Fontenel-Personne;20;22;107;0;0;7;1;0;2;0;0;0;1;6;2020;7203
Pascale Fontenel-Personne;12;12;55;0;2;3;1;1;3;0;0;0;5;7;2020;7203
Pascale Fontenel-Personne;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;7203
Pascale Fontenel-Personne;22;7;75;0;0;0;0;0;2;0;0;0;0;9;2020;7203
Pascale Fontenel-Personne;18;15;164;0;1;2;1;0;1;0;0;0;3;10;2020;7203
Pascale Fontenel-Personne;36;6;155;0;0;1;1;0;0;0;1;0;1;11;2020;7203
Pascale Fontenel-Personne;6;4;53;0;0;0;0;1;4;0;0;0;1;12;2020;7203
Pascale Fontenel-Personne;18;5;97;0;0;2;1;0;2;0;1;0;2;1;2021;7203
Pascale Fontenel-Personne;22;0;120;0;0;0;0;0;0;0;0;0;2;2;2021;7203
Pascale Fontenel-Personne;64;3;242;0;0;2;0;0;0;0;1;0;1;3;2021;7203
Pascale Fontenel-Personne;5;5;26;0;0;0;0;0;0;1;0;0;2;4;2021;7203
Pascale Fontenel-Personne;20;4;79;0;0;0;0;0;0;0;0;0;0;5;2021;7203
Pascale Fontenel-Personne;55;0;141;0;0;0;0;0;0;0;0;0;0;6;2021;7203
Pascale Fontenel-Personne;0;0;1;0;0;0;0;0;0;0;0;0;0;7;2021;7203
Pascale Fontenel-Personne;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;7203
Pascale Fontenel-Personne;15;0;29;0;2;0;0;0;0;0;0;0;1;9;2021;7203
Pascale Fontenel-Personne;31;6;117;0;5;0;0;0;0;0;0;0;3;10;2021;7203
Pascale Fontenel-Personne;36;0;74;0;1;0;0;0;0;0;0;0;1;11;2021;7203
Pascale Fontenel-Personne;15;2;76;0;5;0;0;0;0;0;0;0;3;12;2021;7203
Guillaume Kasbarian;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;2801
Guillaume Kasbarian;0;0;0;1;5;0;0;0;0;0;0;0;4;7;2017;2801
Guillaume Kasbarian;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2017;2801
Guillaume Kasbarian;7;0;17;5;4;0;0;0;0;1;0;0;2;9;2017;2801
Guillaume Kasbarian;9;0;22;5;9;0;0;0;1;2;0;1;4;10;2017;2801
Guillaume Kasbarian;9;0;10;5;9;0;0;0;1;2;0;0;4;11;2017;2801
Guillaume Kasbarian;0;0;0;10;9;0;0;0;1;2;0;0;3;12;2017;2801
Guillaume Kasbarian;0;0;0;10;8;0;0;0;1;1;0;0;3;1;2018;2801
Guillaume Kasbarian;0;0;0;16;15;3;0;0;2;1;1;0;3;2;2018;2801
Guillaume Kasbarian;2;0;2;56;19;9;2;0;2;0;0;0;3;3;2018;2801
Guillaume Kasbarian;11;0;34;7;14;1;3;0;0;0;1;1;3;4;2018;2801
Guillaume Kasbarian;37;0;62;1;9;6;2;0;2;0;0;0;3;5;2018;2801
Guillaume Kasbarian;19;0;33;2;5;0;0;0;0;1;0;0;3;6;2018;2801
Guillaume Kasbarian;17;0;32;5;14;0;0;0;0;0;0;0;5;7;2018;2801
Guillaume Kasbarian;0;0;0;0;0;2;0;0;0;0;1;0;1;8;2018;2801
Guillaume Kasbarian;92;8;115;13;14;2;0;0;0;0;0;0;4;9;2018;2801
Guillaume Kasbarian;47;2;73;1;6;13;6;0;0;0;0;0;4;10;2018;2801
Guillaume Kasbarian;67;0;93;4;4;1;0;0;0;0;0;0;5;11;2018;2801
Guillaume Kasbarian;28;0;37;1;2;0;0;0;2;0;0;0;3;12;2018;2801
Guillaume Kasbarian;16;0;26;0;2;0;0;0;1;0;0;0;3;1;2019;2801
Guillaume Kasbarian;15;0;36;1;3;2;0;0;1;2;1;0;3;2;2019;2801
Guillaume Kasbarian;36;4;67;2;4;7;1;0;3;0;0;0;3;3;2019;2801
Guillaume Kasbarian;4;3;7;7;4;2;1;0;1;1;0;0;3;4;2019;2801
Guillaume Kasbarian;22;15;83;12;3;2;0;0;2;0;0;0;3;5;2019;2801
Guillaume Kasbarian;56;17;91;4;6;10;1;0;1;2;0;0;4;6;2019;2801
Guillaume Kasbarian;15;0;27;8;4;15;4;0;2;0;0;0;4;7;2019;2801
Guillaume Kasbarian;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2019;2801
Guillaume Kasbarian;6;0;13;0;2;1;0;0;1;0;1;0;2;9;2019;2801
Guillaume Kasbarian;17;0;47;6;5;7;1;0;1;0;0;0;4;10;2019;2801
Guillaume Kasbarian;45;4;63;10;9;0;0;0;2;0;0;0;4;11;2019;2801
Guillaume Kasbarian;12;3;26;2;4;1;0;0;2;0;0;0;3;12;2019;2801
Guillaume Kasbarian;11;0;21;2;4;0;0;0;2;0;0;0;3;1;2020;2801
Guillaume Kasbarian;1;0;44;1;5;1;0;0;1;0;0;0;4;2;2020;2801
Guillaume Kasbarian;0;0;0;0;1;0;0;0;0;0;0;0;1;3;2020;2801
Guillaume Kasbarian;4;0;13;0;0;0;0;0;0;0;0;0;0;4;2020;2801
Guillaume Kasbarian;34;26;44;0;0;113;58;0;2;0;0;1;1;5;2020;2801
Guillaume Kasbarian;16;0;22;0;1;1;3;0;2;0;0;0;2;6;2020;2801
Guillaume Kasbarian;3;0;3;0;4;0;0;0;0;0;0;0;3;7;2020;2801
Guillaume Kasbarian;0;2;2;0;0;0;0;0;0;0;0;0;0;8;2020;2801
Guillaume Kasbarian;214;170;268;0;11;185;60;0;2;0;0;1;3;9;2020;2801
Guillaume Kasbarian;43;17;71;0;0;96;32;0;2;0;0;1;4;10;2020;2801
Guillaume Kasbarian;33;0;41;0;0;0;0;0;0;0;0;0;2;11;2020;2801
Guillaume Kasbarian;12;0;20;0;0;0;1;0;3;0;0;0;2;12;2020;2801
Guillaume Kasbarian;26;2;68;0;0;0;0;0;3;0;0;0;1;1;2021;2801
Guillaume Kasbarian;20;0;29;0;0;4;1;0;0;1;0;0;2;2;2021;2801
Guillaume Kasbarian;82;48;212;0;0;0;0;0;0;0;0;0;2;3;2021;2801
Guillaume Kasbarian;4;1;18;0;0;15;6;0;0;0;0;0;2;4;2021;2801
Guillaume Kasbarian;41;2;52;0;0;0;0;0;0;0;0;0;0;5;2021;2801
Guillaume Kasbarian;26;0;35;0;0;0;0;0;0;0;0;0;0;6;2021;2801
Guillaume Kasbarian;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;2801
Guillaume Kasbarian;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;2801
Guillaume Kasbarian;8;0;9;0;1;0;0;0;0;0;0;0;1;9;2021;2801
Guillaume Kasbarian;50;0;66;0;4;0;0;0;0;0;0;0;3;10;2021;2801
Guillaume Kasbarian;55;0;61;0;2;0;0;0;0;0;0;0;2;11;2021;2801
Guillaume Kasbarian;24;0;49;0;5;0;0;0;0;0;0;0;3;12;2021;2801
Cyrille Isaac-Sibille;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;6912
Cyrille Isaac-Sibille;4;1;8;2;9;2;0;0;0;0;0;0;4;7;2017;6912
Cyrille Isaac-Sibille;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2017;6912
Cyrille Isaac-Sibille;0;0;2;0;2;0;0;0;0;0;0;0;1;9;2017;6912
Cyrille Isaac-Sibille;7;9;84;6;10;3;2;0;4;5;0;0;4;10;2017;6912
Cyrille Isaac-Sibille;4;5;104;0;3;4;4;0;0;1;0;0;3;11;2017;6912
Cyrille Isaac-Sibille;1;0;8;2;3;1;1;0;1;2;0;0;3;12;2017;6912
Cyrille Isaac-Sibille;9;4;59;6;3;2;1;0;0;3;0;0;3;1;2018;6912
Cyrille Isaac-Sibille;0;0;0;3;5;1;0;0;0;2;1;0;3;2;2018;6912
Cyrille Isaac-Sibille;0;0;4;6;5;3;0;0;0;1;1;0;4;3;2018;6912
Cyrille Isaac-Sibille;2;2;22;2;6;10;0;1;3;1;1;0;2;4;2018;6912
Cyrille Isaac-Sibille;15;6;116;15;17;9;2;0;1;0;1;1;4;5;2018;6912
Cyrille Isaac-Sibille;30;6;129;7;9;6;2;0;0;0;0;0;5;6;2018;6912
Cyrille Isaac-Sibille;11;4;81;22;5;4;1;0;0;0;0;0;3;7;2018;6912
Cyrille Isaac-Sibille;0;0;0;0;0;0;1;0;0;0;0;0;1;8;2018;6912
Cyrille Isaac-Sibille;15;0;69;6;4;1;0;0;0;0;1;1;3;9;2018;6912
Cyrille Isaac-Sibille;23;26;128;24;11;3;6;0;5;0;0;0;5;10;2018;6912
Cyrille Isaac-Sibille;17;9;97;0;1;13;4;0;0;2;0;0;3;11;2018;6912
Cyrille Isaac-Sibille;11;0;24;0;4;0;0;0;0;3;0;0;2;12;2018;6912
Cyrille Isaac-Sibille;12;6;61;11;6;3;0;0;1;1;1;0;3;1;2019;6912
Cyrille Isaac-Sibille;5;13;38;2;3;3;0;0;0;3;0;0;2;2;2019;6912
Cyrille Isaac-Sibille;33;109;216;75;12;62;35;0;1;1;2;0;4;3;2019;6912
Cyrille Isaac-Sibille;3;0;6;4;6;0;1;0;3;0;0;0;3;4;2019;6912
Cyrille Isaac-Sibille;11;19;96;26;13;5;0;0;0;1;0;0;4;5;2019;6912
Cyrille Isaac-Sibille;8;2;68;17;9;3;0;0;0;0;0;0;3;6;2019;6912
Cyrille Isaac-Sibille;6;0;21;29;9;3;4;0;0;4;0;0;3;7;2019;6912
Cyrille Isaac-Sibille;0;0;3;0;9;0;0;0;0;0;0;0;1;8;2019;6912
Cyrille Isaac-Sibille;2;42;85;14;11;4;1;1;1;2;0;0;4;9;2019;6912
Cyrille Isaac-Sibille;36;42;223;28;13;12;6;0;2;2;0;0;4;10;2019;6912
Cyrille Isaac-Sibille;51;12;269;24;6;18;3;0;0;0;1;1;4;11;2019;6912
Cyrille Isaac-Sibille;13;0;64;3;4;0;0;0;0;2;0;0;1;12;2019;6912
Cyrille Isaac-Sibille;2;2;20;11;8;3;4;0;1;0;1;0;4;1;2020;6912
Cyrille Isaac-Sibille;2;6;31;1;8;9;19;0;0;1;1;0;4;2;2020;6912
Cyrille Isaac-Sibille;0;0;1;14;2;3;6;0;0;1;0;0;1;3;2020;6912
Cyrille Isaac-Sibille;2;0;10;0;0;0;0;0;0;0;0;0;0;4;2020;6912
Cyrille Isaac-Sibille;12;3;27;0;0;0;4;0;0;0;0;0;1;5;2020;6912
Cyrille Isaac-Sibille;20;9;79;0;3;25;5;0;2;0;1;0;4;6;2020;6912
Cyrille Isaac-Sibille;8;2;21;0;5;11;6;0;1;0;0;2;4;7;2020;6912
Cyrille Isaac-Sibille;1;0;1;0;0;0;0;0;0;0;0;0;0;8;2020;6912
Cyrille Isaac-Sibille;13;21;73;0;6;0;0;0;0;0;0;0;3;9;2020;6912
Cyrille Isaac-Sibille;22;30;181;0;0;30;10;0;0;0;1;4;3;10;2020;6912
Cyrille Isaac-Sibille;34;36;154;0;0;7;2;0;0;2;0;1;3;11;2020;6912
Cyrille Isaac-Sibille;6;0;49;0;0;16;7;0;5;1;0;0;3;12;2020;6912
Cyrille Isaac-Sibille;21;4;99;0;0;14;3;1;2;0;0;0;2;1;2021;6912
Cyrille Isaac-Sibille;22;27;130;0;0;18;5;0;0;0;0;0;2;2;2021;6912
Cyrille Isaac-Sibille;46;11;225;0;0;19;5;0;0;0;1;0;2;3;2021;6912
Cyrille Isaac-Sibille;5;2;24;0;0;1;0;0;0;0;0;0;2;4;2021;6912
Cyrille Isaac-Sibille;20;13;82;0;0;0;0;0;0;1;0;0;0;5;2021;6912
Cyrille Isaac-Sibille;55;3;146;0;0;0;0;0;0;0;0;0;0;6;2021;6912
Cyrille Isaac-Sibille;0;0;1;0;0;0;0;0;0;0;0;0;0;7;2021;6912
Cyrille Isaac-Sibille;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;6912
Cyrille Isaac-Sibille;15;0;28;0;4;0;0;0;0;0;0;0;3;9;2021;6912
Cyrille Isaac-Sibille;40;50;139;0;6;0;0;0;0;0;0;4;3;10;2021;6912
Cyrille Isaac-Sibille;46;34;108;0;8;0;0;0;0;0;0;0;3;11;2021;6912
Cyrille Isaac-Sibille;18;10;93;0;2;0;0;2;2;0;0;0;2;12;2021;6912
Guillaume Vuilletet;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;9502
Guillaume Vuilletet;0;0;0;5;7;1;0;0;0;0;0;1;3;7;2017;9502
Guillaume Vuilletet;0;0;0;1;2;7;1;0;0;0;0;0;2;8;2017;9502
Guillaume Vuilletet;3;0;5;0;0;1;0;0;0;0;0;0;1;9;2017;9502
Guillaume Vuilletet;1;0;8;0;5;7;1;0;1;0;1;0;4;10;2017;9502
Guillaume Vuilletet;11;2;30;1;11;0;2;0;1;4;0;0;5;11;2017;9502
Guillaume Vuilletet;4;0;6;0;2;0;0;0;1;0;0;0;2;12;2017;9502
Guillaume Vuilletet;5;3;14;10;10;12;3;0;1;0;1;0;4;1;2018;9502
Guillaume Vuilletet;6;0;7;1;6;2;0;0;2;0;1;0;3;2;2018;9502
Guillaume Vuilletet;13;0;14;0;7;0;0;0;2;0;0;0;3;3;2018;9502
Guillaume Vuilletet;19;0;50;4;12;2;0;0;0;1;0;0;3;4;2018;9502
Guillaume Vuilletet;43;49;86;75;17;3;1;0;2;0;0;1;4;5;2018;9502
Guillaume Vuilletet;15;11;37;0;8;32;32;0;0;5;0;1;5;6;2018;9502
Guillaume Vuilletet;20;2;38;7;16;17;2;0;0;0;1;0;5;7;2018;9502
Guillaume Vuilletet;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2018;9502
Guillaume Vuilletet;32;0;41;0;1;0;0;0;0;0;0;0;2;9;2018;9502
Guillaume Vuilletet;50;0;92;8;9;10;1;0;0;0;0;0;4;10;2018;9502
Guillaume Vuilletet;66;8;108;1;7;2;0;0;0;1;0;0;3;11;2018;9502
Guillaume Vuilletet;28;0;40;0;3;3;0;0;2;2;0;0;3;12;2018;9502
Guillaume Vuilletet;23;2;31;0;3;2;0;0;1;0;1;0;3;1;2019;9502
Guillaume Vuilletet;15;0;60;0;2;0;1;0;1;0;0;0;3;2;2019;9502
Guillaume Vuilletet;51;21;110;16;3;2;0;0;3;0;1;0;2;3;2019;9502
Guillaume Vuilletet;1;0;3;0;1;16;2;0;1;0;0;2;1;4;2019;9502
Guillaume Vuilletet;39;11;115;13;14;14;10;0;2;0;0;3;5;5;2019;9502
Guillaume Vuilletet;48;8;68;5;12;7;1;0;1;0;0;0;4;6;2019;9502
Guillaume Vuilletet;19;3;28;3;6;2;0;1;2;3;0;1;3;7;2019;9502
Guillaume Vuilletet;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2019;9502
Guillaume Vuilletet;26;6;46;1;6;0;0;1;1;0;0;0;2;9;2019;9502
Guillaume Vuilletet;17;12;34;59;19;18;2;0;1;0;0;1;5;10;2019;9502
Guillaume Vuilletet;66;0;83;5;10;0;0;0;2;0;0;0;4;11;2019;9502
Guillaume Vuilletet;12;0;20;3;6;4;0;0;2;3;0;0;3;12;2019;9502
Guillaume Vuilletet;14;0;23;10;11;7;1;0;2;0;0;0;4;1;2020;9502
Guillaume Vuilletet;1;0;41;5;8;2;0;0;2;4;0;1;4;2;2020;9502
Guillaume Vuilletet;0;0;0;1;3;0;0;0;1;1;0;0;1;3;2020;9502
Guillaume Vuilletet;4;0;13;0;4;0;0;0;0;0;0;0;2;4;2020;9502
Guillaume Vuilletet;12;0;23;0;0;5;0;0;2;0;0;0;1;5;2020;9502
Guillaume Vuilletet;39;21;47;0;3;34;5;0;2;3;0;3;4;6;2020;9502
Guillaume Vuilletet;4;0;7;0;7;3;2;0;1;2;0;0;4;7;2020;9502
Guillaume Vuilletet;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;9502
Guillaume Vuilletet;55;0;75;0;1;0;0;0;2;0;0;0;4;9;2020;9502
Guillaume Vuilletet;33;2;66;0;2;1;0;0;1;2;1;0;5;10;2020;9502
Guillaume Vuilletet;46;0;66;0;0;13;2;0;0;1;0;1;4;11;2020;9502
Guillaume Vuilletet;14;0;24;0;0;1;0;0;3;6;0;0;3;12;2020;9502
Guillaume Vuilletet;27;3;46;0;0;0;0;1;4;0;0;0;0;1;2021;9502
Guillaume Vuilletet;15;0;24;0;0;49;5;0;0;5;0;2;3;2;2021;9502
Guillaume Vuilletet;73;2;95;0;1;2;0;0;0;2;1;0;4;3;2021;9502
Guillaume Vuilletet;0;0;9;0;0;3;0;0;0;3;0;0;2;4;2021;9502
Guillaume Vuilletet;77;0;96;0;0;0;0;0;0;6;0;0;0;5;2021;9502
Guillaume Vuilletet;57;14;75;0;0;0;0;0;0;8;0;0;0;6;2021;9502
Guillaume Vuilletet;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;9502
Guillaume Vuilletet;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;9502
Guillaume Vuilletet;11;0;12;0;6;0;0;0;0;2;0;0;5;9;2021;9502
Guillaume Vuilletet;50;0;72;0;7;0;0;0;0;0;0;0;3;10;2021;9502
Guillaume Vuilletet;58;5;79;0;6;0;0;0;0;1;0;0;4;11;2021;9502
Guillaume Vuilletet;26;16;48;0;7;0;0;0;1;1;0;0;4;12;2021;9502
Olivier Faure;0;0;0;0;1;9;2;0;0;0;0;0;1;6;2017;7711
Olivier Faure;7;41;99;2;2;127;90;0;0;0;1;0;4;7;2017;7711
Olivier Faure;3;0;16;0;0;0;2;0;0;0;0;0;1;8;2017;7711
Olivier Faure;3;0;18;0;0;0;0;0;0;0;0;0;0;9;2017;7711
Olivier Faure;15;8;169;1;2;61;95;0;0;0;0;0;4;10;2017;7711
Olivier Faure;15;11;428;0;1;10;25;0;0;0;0;0;4;11;2017;7711
Olivier Faure;27;0;287;0;2;9;9;4;5;1;1;0;3;12;2017;7711
Olivier Faure;1;0;27;0;1;0;13;0;1;1;0;0;2;1;2018;7711
Olivier Faure;0;0;8;2;6;0;4;0;1;0;0;0;3;2;2018;7711
Olivier Faure;16;0;111;0;3;7;1;0;1;0;1;0;4;3;2018;7711
Olivier Faure;18;0;279;0;0;8;9;0;0;0;0;0;3;4;2018;7711
Olivier Faure;29;0;484;0;2;5;11;0;0;0;0;0;4;5;2018;7711
Olivier Faure;19;2;350;0;1;10;10;0;1;1;1;0;4;6;2018;7711
Olivier Faure;19;1;392;1;5;73;43;0;0;3;1;0;5;7;2018;7711
Olivier Faure;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2018;7711
Olivier Faure;15;0;289;0;0;5;10;0;0;0;0;0;3;9;2018;7711
Olivier Faure;19;0;536;0;3;0;7;0;0;3;0;0;5;10;2018;7711
Olivier Faure;24;0;306;0;0;21;17;0;0;2;1;0;3;11;2018;7711
Olivier Faure;43;0;392;0;1;40;22;0;4;1;1;0;3;12;2018;7711
Olivier Faure;5;0;116;0;1;0;3;0;1;1;0;0;3;1;2019;7711
Olivier Faure;11;0;144;0;1;3;1;0;0;3;1;0;3;2;2019;7711
Olivier Faure;21;0;330;0;1;5;4;0;1;0;0;0;3;3;2019;7711
Olivier Faure;5;0;62;0;0;5;0;1;2;2;0;0;1;4;2019;7711
Olivier Faure;17;0;411;6;2;2;1;0;3;1;1;0;3;5;2019;7711
Olivier Faure;8;0;184;0;3;0;3;0;3;0;0;0;4;6;2019;7711
Olivier Faure;5;1;72;6;1;10;2;0;2;0;0;0;3;7;2019;7711
Olivier Faure;0;0;53;0;0;0;0;0;0;0;0;0;0;8;2019;7711
Olivier Faure;0;0;106;0;1;3;2;0;1;1;1;0;2;9;2019;7711
Olivier Faure;31;1;693;0;4;4;8;0;7;1;0;0;5;10;2019;7711
Olivier Faure;49;4;498;0;3;0;0;0;1;1;0;0;3;11;2019;7711
Olivier Faure;21;2;201;0;2;8;10;1;3;0;1;0;3;12;2019;7711
Olivier Faure;0;0;104;0;3;0;1;0;0;1;0;0;3;1;2020;7711
Olivier Faure;5;5;889;0;2;39;31;0;1;0;1;0;4;2;2020;7711
Olivier Faure;3;0;99;0;0;10;8;0;1;2;1;0;2;3;2020;7711
Olivier Faure;3;6;117;0;0;3;0;0;7;2;0;0;1;4;2020;7711
Olivier Faure;8;0;128;0;0;2;2;0;0;3;1;0;1;5;2020;7711
Olivier Faure;19;3;371;0;1;7;5;0;3;1;2;0;3;6;2020;7711
Olivier Faure;8;1;90;0;0;0;3;0;0;0;0;0;4;7;2020;7711
Olivier Faure;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;7711
Olivier Faure;29;0;354;0;1;0;1;0;0;0;0;0;1;9;2020;7711
Olivier Faure;13;0;839;0;0;8;6;0;1;1;0;0;2;10;2020;7711
Olivier Faure;25;0;505;0;0;1;4;0;0;0;0;0;1;11;2020;7711
Olivier Faure;46;0;358;0;0;7;2;0;0;2;2;0;2;12;2020;7711
Olivier Faure;8;0;103;0;0;0;1;0;7;0;0;0;1;1;2021;7711
Olivier Faure;9;0;122;0;0;31;31;0;0;2;0;0;3;2;2021;7711
Olivier Faure;38;0;989;0;0;0;0;0;0;0;0;0;2;3;2021;7711
Olivier Faure;2;0;19;0;0;3;1;0;0;0;0;0;2;4;2021;7711
Olivier Faure;10;0;228;0;0;0;0;0;0;0;0;0;0;5;2021;7711
Olivier Faure;15;0;289;0;0;0;0;0;0;0;0;0;0;6;2021;7711
Olivier Faure;0;0;1;0;0;0;0;0;0;0;0;0;0;7;2021;7711
Olivier Faure;0;0;0;0;0;0;0;0;0;4;0;0;0;8;2021;7711
Olivier Faure;2;0;99;0;0;0;0;0;0;0;0;0;0;9;2021;7711
Olivier Faure;7;0;866;0;3;0;0;0;0;0;0;0;2;10;2021;7711
Olivier Faure;50;1;444;0;2;0;0;0;0;0;0;0;2;11;2021;7711
Olivier Faure;1;0;137;0;1;0;0;0;4;1;0;0;1;12;2021;7711
Pierre-Alain Raphan;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;9110
Pierre-Alain Raphan;0;0;0;0;7;0;0;0;0;0;0;0;3;7;2017;9110
Pierre-Alain Raphan;0;0;0;1;1;0;0;0;0;0;0;0;1;8;2017;9110
Pierre-Alain Raphan;0;0;0;0;3;0;1;0;0;0;0;0;1;9;2017;9110
Pierre-Alain Raphan;1;1;9;0;7;2;1;0;1;0;0;0;3;10;2017;9110
Pierre-Alain Raphan;3;1;16;1;9;8;2;0;1;0;1;0;4;11;2017;9110
Pierre-Alain Raphan;12;1;24;0;2;2;1;0;1;0;0;0;3;12;2017;9110
Pierre-Alain Raphan;0;0;1;0;3;0;0;0;1;0;0;0;3;1;2018;9110
Pierre-Alain Raphan;1;0;1;0;5;0;0;0;2;0;0;0;3;2;2018;9110
Pierre-Alain Raphan;0;0;0;0;4;0;2;0;3;0;0;0;3;3;2018;9110
Pierre-Alain Raphan;3;0;25;6;5;0;4;0;0;0;0;0;3;4;2018;9110
Pierre-Alain Raphan;16;2;45;0;6;3;0;0;2;2;0;0;4;5;2018;9110
Pierre-Alain Raphan;15;0;42;1;2;1;4;0;0;0;0;0;5;6;2018;9110
Pierre-Alain Raphan;17;0;40;1;5;0;4;0;0;0;0;0;5;7;2018;9110
Pierre-Alain Raphan;0;0;0;0;1;0;2;0;0;0;0;0;1;8;2018;9110
Pierre-Alain Raphan;36;4;65;0;1;0;0;0;0;0;0;0;3;9;2018;9110
Pierre-Alain Raphan;55;0;99;1;7;7;11;0;0;0;0;0;5;10;2018;9110
Pierre-Alain Raphan;66;0;116;0;4;0;2;0;1;0;0;0;4;11;2018;9110
Pierre-Alain Raphan;28;0;44;0;2;0;1;0;2;0;0;0;3;12;2018;9110
Pierre-Alain Raphan;16;0;34;0;3;0;1;1;2;0;0;0;3;1;2019;9110
Pierre-Alain Raphan;10;0;29;0;2;0;0;0;2;0;0;0;3;2;2019;9110
Pierre-Alain Raphan;38;3;138;3;7;1;0;0;3;0;0;0;4;3;2019;9110
Pierre-Alain Raphan;13;0;15;0;3;0;0;0;1;0;0;0;3;4;2019;9110
Pierre-Alain Raphan;18;0;42;0;5;0;0;0;1;0;0;0;5;5;2019;9110
Pierre-Alain Raphan;31;0;40;0;4;0;2;0;2;0;0;0;4;6;2019;9110
Pierre-Alain Raphan;16;4;27;1;5;1;2;0;3;0;0;0;4;7;2019;9110
Pierre-Alain Raphan;0;0;0;0;5;0;0;0;0;0;0;0;1;8;2019;9110
Pierre-Alain Raphan;19;31;74;18;18;0;0;0;2;0;0;0;4;9;2019;9110
Pierre-Alain Raphan;21;2;139;2;3;7;6;0;2;0;0;0;5;10;2019;9110
Pierre-Alain Raphan;35;2;100;1;6;4;1;0;2;0;0;0;4;11;2019;9110
Pierre-Alain Raphan;13;0;23;0;2;0;0;1;3;1;0;0;2;12;2019;9110
Pierre-Alain Raphan;9;0;14;0;4;0;0;1;3;0;0;0;3;1;2020;9110
Pierre-Alain Raphan;14;0;65;1;5;0;0;0;1;0;0;0;4;2;2020;9110
Pierre-Alain Raphan;9;0;13;0;4;0;0;0;0;0;0;0;1;3;2020;9110
Pierre-Alain Raphan;5;0;27;0;0;0;0;0;0;0;0;0;0;4;2020;9110
Pierre-Alain Raphan;17;1;56;0;0;0;0;1;3;0;0;0;0;5;2020;9110
Pierre-Alain Raphan;21;0;30;0;0;1;0;3;5;0;1;0;1;6;2020;9110
Pierre-Alain Raphan;4;0;14;0;3;0;0;1;1;0;0;0;4;7;2020;9110
Pierre-Alain Raphan;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;9110
Pierre-Alain Raphan;186;48;246;0;7;104;66;0;3;0;0;3;4;9;2020;9110
Pierre-Alain Raphan;34;3;139;0;1;1;2;1;3;0;0;0;5;10;2020;9110
Pierre-Alain Raphan;36;9;91;0;0;5;4;0;0;0;0;0;4;11;2020;9110
Pierre-Alain Raphan;13;4;29;0;0;1;3;0;4;0;0;0;2;12;2020;9110
Pierre-Alain Raphan;19;3;82;0;0;0;0;0;6;0;0;0;1;1;2021;9110
Pierre-Alain Raphan;30;9;77;0;0;2;5;0;0;2;0;0;3;2;2021;9110
Pierre-Alain Raphan;117;53;360;0;0;35;21;0;0;0;0;0;4;3;2021;9110
Pierre-Alain Raphan;0;2;16;0;0;13;5;0;0;0;0;0;2;4;2021;9110
Pierre-Alain Raphan;52;32;109;0;0;0;0;0;0;1;0;0;0;5;2021;9110
Pierre-Alain Raphan;38;13;111;0;0;0;0;0;0;1;0;0;0;6;2021;9110
Pierre-Alain Raphan;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;9110
Pierre-Alain Raphan;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;9110
Pierre-Alain Raphan;15;2;20;0;0;0;0;0;0;0;0;0;0;9;2021;9110
Pierre-Alain Raphan;50;3;94;0;6;0;0;0;1;0;0;0;4;10;2021;9110
Pierre-Alain Raphan;37;7;49;0;6;0;0;0;0;0;0;0;4;11;2021;9110
